Itemno,Whse,Bin,Onhand,Oncom,Aano
13-BMW601-CFV2,1,A28N1X,1,0,0
13-BMW602,X-W,X-STG,2,2,0
13-BMW602,2,07R01A,1,0,0
13-BMW602-CFV2,X-W,X-STG,1,1,0
13-BY002,1,A04M1X,1,1,0
13-BY005,1,A29O1X,2,0,0
13-BY005,2,06L25A,1,0,25656459
13-BY005,2,07L01B,2,0,0
13-BY005-CFV2,X-W,X-STG,1,1,0
13-HD002,X-W,X-STG,1,1,0
13-HD002,1,A29M2X,4,0,0
13-HD002-1,1,A28N1X,1,0,0
13-HD003-HD004,1,A04M2X,5,0,0
13-HD006,X-W,X-STG,0,0,0
13-HD006,1,A04L2X,0,0,0
13-HD006-CFV2,X-W,X-STG,1,1,0
13-HD007,X-W,X-STG,1,1,0
13-HD008,1,A28N2X,1,0,0
13-HD008,1,A28N3X,1,0,0
13-HD010-1,X-W,X-STG,1,1,0
13-HD010-1,1,A29N2X,2,0,0
13-HD010-1,2,07R13B,1,0,0
13-HD030,X-W,X-STG,1,1,0
13-HD030,1,A04M1X,1,0,0
13-HD062-CFV2,X-W,X-STG,1,1,0
13-HD062-CFV2,1,A05L1X,0,0,0
13-HD120,X-W,X-STG,0,0,0
13-HD120,1,A04L2X,0,0,0
13-HD120,2,07R01A,1,0,0
13-HD207,X-W,X-STG,1,1,0
13-HD207,1,A28M1X,1,0,0
13-HD208,1,A28N1X,3,0,0
13-HD209,1,A02J2X,2,0,0
13-HD210,1,A28O1X,1,1,0
13-K017,X-W,X-STG,1,1,0
13-K017,1,A28O2X,0,0,0
13-ML-XM028,X-W,X-STG,5,3,68499126
13-ML-XM040,X-W,X-STG,3,3,0
13-ML-XM040,1,A28L1X,1,0,0
13-ML-XM041,X-W,X-STG,3,3,0
13-ML-XM041,1,A04L1X,1,0,0
13-ML-XM051,1,A02I1X,2,1,0
13-ML-XM052-MCF,1,A29N2X,1,0,0
13-ML-XM056,1,A29M2X,5,0,0
13-ML-XM056-CFV2,1,A28N1X,3,0,0
13-ML-XM057,X-W,X-STG,0,0,0
13-ML-XM057,1,A29M2X,2,0,0
13-ML-XM063,X-W,X-STG,1,1,0
13-ML-XM063,1,A29N3X,2,0,0
13-ML-XM063,1,A05L1X,2,1,0
13-ML-XM063,2,07L18B,1,0,0
13-ML-XM090,X-W,X-STG,3,2,0
13-ML-XM090,1,A28N1X,0,0,0
13-ML-XM090-CFV2,1,A04M1X,2,0,0
13-ML-XM115,1,A05L1X,1,0,0
13-ML-XM115-CFV2,1,A28N2X,2,0,0
13-ML-XM138,X-W,X-STG,1,1,0
13-ML-XM138,1,A02J2X,4,0,0
13-ML-XM144-CFV2,X-W,X-STG,1,1,0
13-ML-XM182,1,A03J2X,1,0,0
13-ML-XM182-CFV2,1,A03J2X,3,0,0
13-ML-XM215-CFV2,1,A29M2X,4,0,0
13-ML-XM218-CFV2,1,A05L1X,2,0,0
13-ML-XM219,X-W,X-STG,2,2,0
13-ML-XM219,1,A04L2X,1,0,0
13-ML-XM239,1,A29M2X,1,0,0
13-ML-XM263,X-W,X-STG,1,1,0
13-ML-XM284,1,A28N1X,6,0,0
13-W212007,2,07R07B,2,0,0
13-XI073-1,X-W,X-STG,0,0,0
13-XI073-1,1,A28L1X,1,0,0
13-XI20141220-1,1,A29M2X,5,0,0
13-XI20141221-1,1,A05L1X,5,0,0
13-XP1010,X-W,X-STG,0,0,0
13-XP1010,1,A28N1X,1,0,0
13-XP1010,2,07R13B,1,0,0
13-XP1017,X-W,X-STG,1,1,0
13-XP1017,1,A28O1X,1,0,0
13-XP1017,2,07R07B,1,0,0
13-XP1022-CFV2,X-W,X-STG,0,0,0
13-XP1022-CFV2,1,A03J2X,5,0,0
13-XP1027,1,A03J2X,3,0,0
13-XP1027,2,07R21A,2,0,0
13-XP103,1,A03J2X,5,0,0
13-XP111,1,A28O1X,1,0,0
13-XP113,1,A04M1X,4,0,0
13-XP115,1,A02I1X,1,0,0
13-XP115,2,07L18B,2,0,0
13-XP1200-CFV2,X-W,X-STG,1,1,0
13-XP1200-CFV2,1,A03J2X,1,0,0
13-XP1318,X-W,X-STG,4,3,0
13-XP1318,1,A28N2X,1,0,0
13-XP1318,1,A28N3X,7,0,0
13-XP179-1,1,A29N2X,2,0,0
13-XP185-CFV2,1,A03J2X,2,0,0
13-XP197,X-W,X-STG,3,3,0
13-XP197,2,07L18B,2,0,0
13-XP228,X-W,X-STG,2,2,0
13-XP228,1,A28N1X,3,1,0
13-XP228-1,X-W,X-STG,0,0,0
13-XP228-1-CFV2,1,A29M2X,1,0,0
13-XP262,1,A28N2X,8,0,0
13-XP330,1,A29M2X,2,0,0
13-XP379,1,A28N1X,2,0,0
13-XP434,1,A29M2X,1,0,0
13-XP475,X-W,X-PJ8733,1,0,0
13-XP475,X-W,X-STG,3,3,0
13-XP475,1,A28N2X,0,0,0
13-XP477,X-W,X-STG,4,3,0
13-XP477,2,07R01A,1,0,0
13-XP516,1,A03J2X,5,0,0
13-XP589,X-W,X-STG,1,0,0
13-XP589,1,A28N1X,3,0,0
13-XP608,X-W,X-STG,1,1,0
13-XP633,1,A28N2X,3,0,0
13-XP634,X-W,X-STG,1,1,0
13-XP634,1,A04M1X,1,0,0
13-XP717,1,A04M2X,3,0,0
13-XP717,1,A06K3X,5,0,0
13-XP717-CFV2,1,A02J2X,2,0,0
13-XP724,X-W,X-STG,1,1,0
13-XP724,1,A28O1X,2,0,0
13-XP724,2,07R07B,1,0,0
13-XP889,X-W,X-STG,0,0,0
13-XP889,1,A28O2X,2,0,0
13-XP889,2,07R01A,1,0,0
13-XP956,1,A29N1X,2,0,0
13-XP960,1,A28O1X,3,0,0
13-XP960,2,07R07B,1,0,0
13-XP969,1,A28M1X,1,0,0
13-XP976,1,A28N1X,2,0,0
13-YI005,X-W,X-STG,0,0,0
13-YI005,1,A28N1X,0,0,0
14-DASH-CAM,1,A07L1X,147,0,0
14-DASH-CAM,1,A07M3X,300,0,0
14-DASH-OBD,1,A07L1X,145,0,0
14-DASH-OBD,1,A07M3X,300,0,0
14-DASH-PRO,1,A07L1X,80,0,0
14-DASH-PRO,1,A07M3X,240,0,0
15-HC164WTCDKIT-WHT,1,A12B4X,2,0,0
15-HC175WDVCDKIT-GBK,1,A12C4X,2,0,0
15-HC175WTCDKIT-MBA,1,A09B1X,2,1,0
16-PX-GZ1-290A,1,MR10A1,2,0,0
16-PX-GZ1-290A.3,1,A20H2A,1,0,0
16-PX-GZ2-001,1,MR12A2,3,0,0
16-PX-GZ2-003,1,A14N2X,1,0,0
16-PX-GZ2-138,1,MR11A1,3,0,0
16-PX-GZ2-181A,1,A18L2X,1,0,0
16-PX-GZ2-181B,1,A18I1X,1,0,0
16-PX-GZ2-181B.2,1,A13J2X,1,0,0
16837,1,A1321X,13,0,0
16837,1,A1324X,47,0,0
17-380,1,A0913X,2,0,0
17-380,1,A0911X,10,0,0
17-381,1,A0911X,9,0,0
17-381,1,A0913X,11,0,0
17-382,1,A0921X,9,0,0
17-411,1,A0913X,9,0,0
17-411,1,A0911X,10,0,0
17-468,1,A0913X,5,0,0
17-468,1,A0911X,10,0,0
17-481-V,1,A0922X,6,0,0
17-481-V,1,A0923X,18,0,0
18-ANTX2,1,A12H1X,32,0,0
18-GD-001,1,MR10A1,63,0,0
18-HK-001,1,A24L5X,10,0,0
18-HK-001,1,A23L1X,17,0,0
18-NGV2-A,1,A14N1X,290,0,0
18-NGV2-B,1,A14N1X,224,0,0
18-NGV2-F,1,A14N1X,451,0,0
18-NGV2-G,1,A14N1X,399,0,0
18-SP-002,3,AFBA,1,0,12249666
18-TY-006,1,A17I2X,2,0,0
19-TP-V1-54-BK,1,A14K4X,1,0,0
19-TP-V1-54-BK,1,A14I5X,7,0,0
19-TP-V1-61-BK,1,A11J3X,3,0,0
19-TP-V1-61-BK,1,A17K3X,34,0,0
1BLL-FOSUP99CC,1,A1221X,4,0,0
1BLL-TOFJC07BS,1,A1221X,6,0,0
1HLG-CHSIL99-6CH,1,A1212X,3,0,0
1HLR-CHCOB05-6CHCL,1,A1022X,2,0,0
1HLR-CHSIL03-6CHCL,1,A1413X,1,0,0
1HLR-DOCAL06-6CBU,1,A1122X,1,0,0
1TLD-CR3004-1RD,1,A1312X,2,0,0
1TLD-CR300C04-1RD,1,A1311X,4,0,0
1TLZ-CHSUB07-6CH,1,A1212X,2,0,0
1TLZ-CHSUB07-6CR,1,A1312X,6,0,0
2-HWK-BLDUNIV1,X-W,X-STG,0,0,0
2-HWK-BLDUNIV1,1,A12F1X,13,0,0
2-HWK-BLFS,X-W,X-STG,42,40,112195263
2-HWK-BLFS,1,A12E2X,73,0,0
2-LPH-BL,X-W,X-STG,1,1,0
2-LPH-BL,1,A14L3X,88,0,0
2-LPH-GD,X-W,X-STG,0,0,0
2-LPH-GD,3,AFBA,1,0,58228638
2-LPH-GD,1,A12J2X,11,0,0
2-LPH-RD,1,A12J2X,1,0,0
2-PT-10S20-50P,X-W,X-STG,0,0,0
2-PT-10S20-50P,1,A12J1X,268,5,0
2-SR-BL,1,A12B1X,11,0,0
2-SR-GMSD,1,A12B1X,64,1,0
2-SR-RD,1,A12B1X,3,0,0
2-SR10-BL,X-W,X-STG,1,0,0
2-SR10-BL,1,A12J2X,82,0,0
2-SR10-CF,X-W,X-STG,0,0,0
2-SR10-CF,1,A12J2X,17,1,0
2-SR10-CF,1,A14K5X,200,0,0
2-SR10-GM,X-W,X-STG,13,13,0
2-SR10-GM,1,A12J1X,13,0,0
2-SR10-GM,1,A14I5X,150,0,0
2-SR10-NEO,X-W,X-STG,1,0,0
2-SR10-NEO,1,A12J2X,27,0,0
2-SR10-RD,X-W,X-STG,6,5,0
2-SR10-RD,1,A12J1X,97,0,0
2-SR10-RD,1,A14K5X,100,0,0
2-SR10-SS,X-W,X-STG,13,12,0
2-SR10-SS,1,A12J1X,81,0,0
2-SR10-SS,1,A14I5X,100,0,0
2-THP-V1-BK,X-W,X-STG,17,17,0
2-THR-BMWV1,1,A12H2X,20,0,0
2-THR-BMWV2,1,A12I1X,60,0,0
2-THR-CC16,X-W,X-STG,17,17,0
2-THR-CC16,1,A12I1X,4,0,0
2-THR-HDV1,1,A12G4X,21,0,0
2-THR-MEVO10,1,A12K1X,21,0,0
2-THR-NSINFV1,1,A12G4X,31,0,0
2-THR-SBV1,1,A12I4X,4,0,0
2-THR-TYLXV1,1,A12D1X,24,0,0
2-THR-TYLXV2,1,A12H2X,20,0,0
2-TP-3M-90-25MM,X-W,X-STG,4,4,0
2-TP-3M-90-25MM,1,A11B2X,22,1,0
2-TP-3M-90-8MM,X-W,X-STG,1,1,0
2-TP-3M-90-8MM,1,A11B1X,293,0,0
2170,1,A1012X,3,0,0
25-9952,2,12L11B,16,0,0
26-JEGRC11,1,A1111X,9,0,0
26-KIFOR144,1,A17M2X,1,0,0
26-TOTAC05,1,A17L2X,1,0,0
289-RB-74R,2,07R03A,1,0,0
289-RB-74Y,2,08R06C,1,0,0
289-TX-11,2,08L20A,8,0,0
289-TX-11,2,08R21A,12,0,0
289-TX-11,2,08R20C,26,0,0
289-TX-74,X-W,X-STG,1,1,0
289-TX-74,2,05L27A,3,0,0
289-TX-74,2,08R05A,6,0,0
289-TX-74,2,08R06B,11,0,0
289-TX-74,2,08R05C,23,0,0
289-TX-74,2,08R06C,25,0,0
3-WQ-1003-RGB,1,A12L4X,1,0,0
3-WQ-1003C,1,A12E4X,1,1,0
3-WQ-HD-901-YL,1,A12H4X,1,0,0
3-WQ-MMR-001,1,A12H4X,1,1,0
3-WQ-TY-008,1,A12C4X,1,1,0
3-WQ-TY-101AL,1,A12B4X,1,0,0
3-WQ-TY-301A,1,A11L1X,2,2,0
3-WQ-TY-403,1,A12A4X,1,0,0
33-62C,1,A1322X,2,0,0
33-86C,1,A1212X,2,0,0
331-1515PXUS,X-W,X-STG,0,0,0
331-1515PXUS,1,A1012X,3,0,0
333003F,2,08R11B,4,0,0
333003F,2,12L21B,7,0,0
333003F,2,12L22B,7,0,0
333003F,2,12L24B,8,0,0
333003F,2,12L18B,8,0,0
33314127,X-W,X-STG,0,0,0
33314127,1,A12L4X,12,0,0
3382C,1,A1312X,7,0,0
3388C,1,A1212X,4,0,0
3391C,1,A1112X,1,0,0
3391S,1,A1212X,2,0,0
3392C,1,A1212X,3,0,0
34-9513C,2,11R22A,15,0,0
34-9513C,2,11R22B,30,0,0
34-SSM-103,1,A12C4X,1,0,0
36-IN-CORV-9700,1,A1223X,3,0,0
36-IN-CORV-9700,1,A1222X,4,0,0
4-01-BK-U5,X-W,X-STG,1,1,0
4-01-BK-U5,1,A16I3X,3,0,0
4-01-BK-U5,1,A16A1X,7,2,0
4-01-BK-U5,2,05R02C,30,0,0
4-01-BK-UF,1,A16I1X,15,0,0
4-01-BKV2-U5,1,A16D1X,5,0,0
4-01-BKV2-U5,1,A16E3X,16,0,0
4-01-BKV2-U5,2,05R22B,10,0,0
4-01-BKV3-U5,X-W,X-STG,2,2,0
4-01-BKV3-U5,1,A16F3X,6,0,0
4-01-BKV3-U5,1,A16D1X,11,0,0
4-01-BKV3-U5,2,05L06B,9,0,0
4-01-BKV4-U5,X-W,X-STG,1,1,0
4-01-BKV4-U5,1,A16I3X,6,0,0
4-01-BKV4-U5,1,A16A1X,11,0,0
4-01-BKV4-U5,2,07R23C,20,0,0
4-01-BKV5-U5,X-W,X-STG,1,1,0
4-01-BKV5-U5,1,A16D1X,13,0,0
4-01-BKV5-U5,2,05R18D,10,0,0
4-02-BKV1-U5,X-W,X-STG,1,1,0
4-02-BKV1-U5,1,A17F1X,7,1,0
4-02-BKV1-U5,2,08R20A,19,0,0
4-02-BKV1-UF,X-W,X-STG,1,1,0
4-02-BKV1-UF,1,A17E2X,8,0,0
4-02-BKV1-UF,2,05R02A,20,0,0
4-02-BKV2-U5,2,05R02A,9,0,0
4-02-BKV2-U5,2,08L24A,20,0,0
4-02-BKV3-U5,X-W,X-STG,3,3,0
4-02-BKV3-U5,1,A17D2X,6,0,0
4-02-BKV3-U5,2,06R22A,9,0,0
4-02-BKV4-U5,1,A16F1X,11,0,0
4-02-BKV4-U5,2,05R09A,20,0,0
4-02-BKV5-U5,1,A17I2X,3,1,0
4-02-BKV5-U5,1,A17J3X,47,0,0
4-02-BKV5-U5,2,05R02A,17,0,0
4-03-BK-UF,X-W,X-STG,3,3,0
4-03-BK-UF,1,A16E1X,5,0,0
4-03-BK-UF,2,05R08A,10,0,0
4-03-BKV1-U5,1,A16B1X,11,0,0
4-03-BKV1-U5,2,08R24B,18,0,0
4-03-BKV2-U5,1,A16A1X,10,0,0
4-03-BKV2-U5,2,07R18D,29,0,0
4-03-BKV3-U5,1,A16B1X,9,0,0
4-03-BKV3-U5,2,07R19D,24,0,0
4-03-BRV1-U5,1,A16H1X,5,0,0
4-03-BRV1-U5,1,A16I3X,6,0,0
4-03-BRV1-U5,1,A16C3X,15,0,0
4-03-BRV1-U5,2,05R24C,15,0,0
4-03-RDV1-U5,X-W,X-STG,1,1,0
4-03-RDV1-U5,1,A17D2X,9,5,0
4-03-RDV1-U5,2,07L24D,33,0,0
4-04-BG-U5,X-W,X-STG,0,0,0
4-04-BG-U5,1,A17C2X,9,4,0
4-04-BG-U5,2,07L19D,15,0,0
4-04-BK-U5,X-W,X-STG,3,3,0
4-04-BK-U5,2,07L22D,20,0,0
4-04-BK-UF,X-W,X-STG,3,3,0
4-04-BK-UF,1,A17I2X,7,0,0
4-04-BK-UF,2,05R09A,10,0,0
4-04-BR-U5,X-W,X-STG,1,1,0
4-04-BR-U5,1,A16D1X,4,1,0
4-04-BR-U5,1,A16J3X,10,0,0
4-04-BR-U5,2,05L06C,18,0,0
4-04-RD-U5,1,A17H1X,5,0,0
4-04-RD-U5,2,05R05A,20,0,0
4-04-RD-U5,2,08R20A,20,0,0
4-04B-BG-U5,1,A17B3X,8,0,0
4-04B-BG-U5,1,A17F2X,9,0,0
4-04B-BG-U5,2,05L07C,15,0,0
4-04B-BG-U5,2,08R20A,19,0,0
4-04B-BK-U5,X-W,X-STG,1,1,0
4-04B-BK-U5,1,A16I1X,2,0,0
4-04B-BK-U5,1,A16F3X,15,0,0
4-04B-BK-U5,2,05R27C,15,0,0
4-04B-BR-U5,1,A16E1X,8,0,0
4-04B-BR-U5,1,A16F3X,12,0,0
4-04B-BR-U5,2,05R10A,10,0,0
4-04B-RD-U5,1,A16E1X,17,0,0
4-04B-RD-U5,2,05R25C,10,0,0
4-05-BK-U5,1,A18C2X,7,0,0
4-05-BK-U5,1,A29F4X,21,0,0
4-CSV07-01-BK-U5,1,A17A1X,10,4,0
4-CSV07-01-BK-U5,1,A17L3X,12,0,0
4-CSV07-01-BK-U5,2,08L24A,1,0,0
4-CSV07-01-BK-U5,2,05R15D,9,0,0
4-CSV07-01-BK-U5,2,08L22A,11,0,0
4-CSV07-01-BK-U5,2,05R05A,13,0,0
4-CSV07-01-BKV2-U5,1,A16B1X,10,1,0
4-CSV07-01-BKV2-U5,1,A16B3X,20,0,0
4-CSV07-01-BKV2-U5,2,06R07B,26,0,0
4-CSV07-01-BKV3-U5,1,A17A3X,10,0,0
4-CSV07-01-BKV3-U5,1,A17A2X,11,0,0
4-CSV07-01-BKV3-U5,2,05R11B,13,1,0
4-CSV07-01-BKV3-U5,2,05R05A,18,0,0
4-CSV07-01-BKV4-U5,1,A16G1X,8,2,0
4-CSV07-01-BKV4-U5,2,06L31B,7,0,0
4-CSV07-01-BKV4-U5,2,05L06B,10,0,0
4-CSV07-01-BKV5-U5,X-W,X-STG,1,1,0
4-CSV07-01-BKV5-U5,1,A16D1X,9,0,0
4-CSV07-01-BKV5-U5,2,08R24A,7,0,0
4-CSV14-01-BK-U5,1,A18B1X,7,0,0
4-CSV14-01-BK-U5,1,A18I4X,33,0,0
4-CSV14-01-BK-UF,1,A17F3X,10,0,0
4-CSV14-01-BK-UF,1,A18B2X,10,0,0
4-CSV14-01-RD-U5,1,A18B1X,7,0,0
4-CSV14-01-RD-U5,1,A18D3X,23,0,0
4-CSV14-01-RD-UF,1,A17F3X,10,0,0
4-CSV14-01-RD-UF,1,A18C2X,10,0,0
4-CSV19-01-BK-U5,1,A18C2X,7,0,0
4-CSV19-01-BK-U5,1,A29L4X,33,0,0
4-CSV19-01-BK-UF,1,A18B3X,10,0,0
4-CSV19-01-BK-UF,1,A18B2X,10,0,0
4-CSV19-01-BKGR-U5,X-W,X-STG,1,1,0
4-CSV19-01-BKGR-U5,1,A18B1X,5,0,0
4-CSV19-01-BKGR-U5,1,A17A4X,23,0,0
4-CSV19-01-BKGR-UF,1,A18A3X,10,0,0
4-CSV19-01-BKGR-UF,1,A18A2X,10,0,0
4-CSV19-01-RD-U5,X-W,X-STG,0,0,0
4-CSV19-01-RD-U5,1,A18C2X,6,0,0
4-CSV19-01-RD-U5,1,A18I3X,23,0,0
4-CSV19-01-RD-UF,1,A18A2X,10,0,0
4-CSV19-01-RD-UF,1,A18A3X,10,0,0
4-DR09-04-BG-U5,2,08R24A,3,0,47343740
4-DR09-04-BG-U5,2,05R18D,4,1,0
4-DR09-04-BK-U5,X-W,X-STG,3,3,0
4-DR09-04-BK-U5,1,A17D3X,5,0,0
4-DR09-04-BK-U5,1,A17C1X,9,17,0
4-DR09-04-BK-U5,2,05L04C,19,1,0
4-DR09-04-BR-U5,1,A16C1X,7,0,0
4-DR09-04-BR-U5,2,05L06A,5,0,0
4-DR09-04-BR-U5,2,05L02C,22,0,0
4-DR09-04-RD-U5,1,A16F1X,8,0,0
4-DR09-04-RD-U5,2,05R24C,7,0,0
4-DR13-01-BG-U5,X-W,X-STG,0,0,0
4-DR13-01-BG-U5,1,A18C2X,6,0,0
4-DR13-01-BG-U5,1,A29H4X,43,0,0
4-DR13-01-BG-UF,1,A18B3X,10,0,0
4-DR13-01-BG-UF,1,A18B2X,10,0,0
4-DR13-01-BK-U5,X-W,X-STG,0,0,0
4-DR13-01-BK-U5,1,A18C1X,5,0,0
4-DR13-01-BK-U5,1,A12C6X,53,0,0
4-DR13-01-BK-UF,X-W,X-STG,0,0,0
4-DR13-01-BK-UF,1,A17B1X,19,0,0
4-DR13-01-RD-U5,X-W,X-STG,1,1,0
4-DR13-01-RD-U5,1,A18C1X,6,0,0
4-DR13-01-RD-U5,1,A17D4X,11,0,0
4-DR13-01-RD-U5,1,A18I4X,32,0,0
4-DR13-01-RD-UF,1,A17F3X,9,0,0
4-DR13-01-RD-UF,1,A17D1X,11,0,0
4-DR19-01-BG-U5,1,A18B1X,7,0,0
4-DR19-01-BG-U5,1,A18C3X,23,0,0
4-DR19-01-BG-UF,1,A18B3X,10,0,0
4-DR19-01-BG-UF,1,A18B2X,10,0,0
4-DR19-01-BK-U5,X-W,X-STG,0,0,0
4-DR19-01-BK-U5,1,A18B1X,4,0,0
4-DR19-01-BK-U5,1,A18H4X,33,0,0
4-DR19-01-BK-UF,1,A18B2X,10,0,0
4-DR19-01-BK-UF,1,A18B3X,10,0,0
4-DR19-01-RD-U5,1,A18B1X,7,0,0
4-DR19-01-RD-U5,1,A18E3X,23,0,0
4-DR19-01-RD-UF,1,A17C3X,10,0,0
4-DR19-01-RD-UF,1,A18C2X,10,0,0
4-FF109-01-BK-U5,X-W,X-STG,1,1,0
4-FF109-01-BK-U5,1,A16C3X,2,0,0
4-FF109-01-BK-U5,1,A16C1X,9,0,0
4-FF109-01-BK-U5,2,05L06C,27,0,0
4-FF109-01-BKV2-U5,1,A17G1X,10,7,0
4-FF109-01-BKV2-U5,2,05L06B,10,0,0
4-FF109-01-BKV2-U5,2,05L09B,15,0,0
4-FF109-01-BKV3-U5,X-W,X-STG,0,0,0
4-FF109-01-BKV3-U5,1,A17C2X,1,2,0
4-FF109-01-BKV3-U5,2,05L06B,9,0,0
4-FF109-01-BKV3-U5,2,05R01A,19,0,0
4-FF109-01-BKV4-U5,1,A16F1X,8,1,0
4-FF109-01-BKV4-U5,1,A16F3X,10,0,0
4-FF109-01-BKV4-U5,2,05R26D,18,0,0
4-FF109-01-BKV5-U5,X-W,X-STG,1,1,0
4-FF109-01-BKV5-U5,1,A16G1X,7,3,0
4-FF109-01-BKV5-U5,1,A16E3X,10,0,0
4-FF109-01-BKV5-U5,2,05L06B,3,0,0
4-FF15015-01-BK-U5,1,A18A1X,7,0,0
4-FF15015-01-BK-U5,1,A18D3X,23,0,0
4-FF15015-01-BK-U5,1,A18E4X,30,0,0
4-FF15015-01-BK-UF,1,A18A3X,10,0,0
4-FF15015-01-BK-UF,1,A18A2X,10,0,0
4-FF15015-01-BKGR-U5,1,A18A1X,7,0,0
4-FF15015-01-BKGR-U5,1,A18A4X,33,0,0
4-FF15015-01-BKGR-UF,1,A17D3X,9,0,0
4-FF15015-01-BKGR-UF,1,A17A1X,11,0,0
4-FF15015-01-RD-U5,1,A18A1X,7,0,0
4-FF15015-01-RD-U5,1,A18E4X,33,0,0
4-FF15015-01-RD-UF,1,A18B2X,10,0,0
4-FF15015-01-RD-UF,1,A18B3X,10,0,0
4-FF15021-01-BK-U5,1,A18A1X,7,0,0
4-FF15021-01-BK-U5,1,A18E4X,43,0,0
4-FF15021-01-BK-UF,1,A18A2X,10,0,0
4-FF15021-01-BK-UF,1,A18A3X,10,0,0
4-FF15021-01-BKGR-U5,X-W,X-STG,0,0,0
4-FF15021-01-BKGR-U5,1,A18A1X,6,0,0
4-FF15021-01-BKGR-U5,1,A18A4X,33,0,0
4-FF15021-01-BKGR-UF,1,A18B3X,8,0,0
4-FF15021-01-BKGR-UF,1,A18A2X,12,0,0
4-FF15021-01-RD-U5,1,A17A2X,7,0,0
4-FF15021-01-RD-U5,1,A17D4X,33,0,0
4-FF15021-01-RD-UF,1,A18A2X,10,0,0
4-FF15021-01-RD-UF,1,A18A3X,10,0,0
4-HC16-01BK,X-W,X-STG,1,1,0
4-HC16-01BK,1,A17G1X,3,2,0
4-HC16-01BK,2,05R17D,6,1,0
4-HC16-01BKV1,X-W,X-STG,1,1,0
4-HC16-01BKV1,1,A16G3X,4,0,0
4-HC16-01BKV1,1,A16B1X,13,2,0
4-HC16-01BKV1,2,05R19C,17,0,0
4-HC16-01BKV2,X-W,X-STG,0,0,0
4-HC16-01BKV2,1,A16G3X,6,0,0
4-HC16-01BKV2,1,A16F1X,13,1,0
4-HC16-01BKV2,2,08L21A,24,0,0
4-HC16-01BKV3,X-W,X-STG,0,0,0
4-HC16-01BKV3,1,A16C1X,8,0,0
4-HC16-01BKV3,2,07R10C,9,2,0
4-HC16-01BKV4,1,A16D1X,5,0,0
4-HC16-01BKV4,2,07L17B,17,0,0
4-JW07-01-BK-U5,2,06R26A,2,0,43483149
4-JW07-01-BK-U5,2,05R05A,15,0,30879228
4-JW07-01-BKV2-U5,1,A16I1X,13,0,0
4-JW07-01-BKV3-U5,X-W,X-STG,0,0,0
4-JW07-01-BKV3-U5,1,A16F1X,2,0,0
4-JW07-01-BKV3-U5,2,05R19C,10,0,0
4-JW07-01-BKV4-U5,1,A16C1X,9,0,0
4-JW07-01-BKV4-U5,2,05R22B,7,0,0
4-JW07-01-BKV5-U5,1,A16A1X,5,3,0
4-JW07-01-BKV5-U5,2,05L06B,8,0,0
4-SBCR18-IK-BK,1,A17M2X,4,1,0
4-SBCR18-IK-BK,1,A17B3X,18,0,0
4-SBCR18-IK-BK,1,A17E3X,25,0,0
4-SBCR18-IK-BKGR,1,A17B2X,5,0,0
4-SBCR18-IK-BKGR,1,A17D4X,24,0,0
4-SBCR18-IK-GR,1,A17G2X,7,0,0
4-SBCR18-IK-GR,1,A17G3X,13,0,0
4-TSL317-OE-BK,X-W,X-T1343,5,0,0
4-TSL317-OE-BK,X-W,X-STG,6,6,102863496
4-TSL317-OE-BK,1,A17F3X,3,0,68499126
4-TSL317-OE-BK,1,A17C1X,13,2,0
4-TSL317-OE-BK,2,05R18C,26,0,112195263
4-TSL317-OE-BL,1,A17D2X,1,0,0
4-TSL317-OE-PK,X-W,X-STG,2,2,0
4-TSL317-OE-PK,1,A17D1X,4,2,0
4-TSL317-OE-PK,1,A16I3X,5,0,0
4-TSL317-OE-PK,2,06R26A,5,0,0
4-TSL317-OE-PK,2,05R27D,15,0,0
4-TSL317-OE-RD,X-W,X-STG,0,0,0
4-TSL317-OE-RD,1,A17F2X,3,21,0
4-TSL317-OE-WH,X-W,X-T1343,10,0,1519044
4-TSL317-OE-WH,X-W,X-STG,21,21,12310315
4-TSL317-OE-WH,3,AFBA,6,0,0
4-TSL317-OE-WH,1,A17I1X,8,9,111486062
4-TSL317-OE-WH,2,05R02C,32,1,23723959
4-TSL317-OE2-BL,X-W,X-STG,0,0,0
4-TSL317-OE2-BL,1,A17H2X,1,1,0
4-TSL317-OE2-BL,2,05R03A,4,0,0
4-TSL317-OE2-RD,X-W,X-STG,0,0,0
4-TSL317-OE2-RD,1,A17H2X,5,0,0
4-TSL317-OE2-RD,1,A17H3X,5,0,0
4-TSL317-OE2-RD,2,06L12B,18,0,0
4-TSL317-V1-BK-S,1,A23L1X,5,0,0
4-TSL317-V1-BL-S,1,A23M5X,4,0,0
4-TSL317-V1-BL-S,1,A24L1X,10,0,0
4-TSL317-V1-GR-S,1,A23L5X,8,0,0
4-TSL317-V1-GR-S,1,A24M1X,10,0,0
4-TSL317-V1-OR-S,1,A23M5X,4,0,0
4-TSL317-V1-OR-S,1,A23L1X,12,0,0
4-TSL317-V1-PK-S,1,A23L1X,7,0,0
4-TSL317-V1-PP-S,1,A24K1X,7,1,0
4-TSL317-V1-WH-S,X-W,X-STG,0,0,0
4-TSL317-V1-WH-S,1,A24K1X,2,0,0
4-TSL317-V1-WH-S,1,A23L5X,12,0,0
4-TSL317-V2-BK-S,1,A23M1X,4,0,0
